X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
1220,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,"(6,9]"
1217,8.2,0.37,0.36,1,0.034,17,93,0.9906,3.04,0.32,11.7,"(6,9]"
1763,6.4,0.17,0.27,1.5,0.037,20,98,0.9916,3.46,0.42,11,"(6,9]"
2125,7.7,0.39,0.28,4.9,0.035,36,109,0.9918,3.19,0.58,12.2,"(6,9]"
2805,6.4,0.22,0.32,7.2,0.028,15,83,0.993,3.13,0.55,10.9,"(6,9]"
4652,5.7,0.39,0.25,4.9,0.033,49,113,0.98966,3.26,0.58,13.1,"(6,9]"
1009,6.6,0.22,0.37,1.2,0.059,45,199,0.993,3.37,0.55,10.3,"(6,9]"
940,7.7,0.24,0.29,15.3,0.044,39,194,0.9982,3.06,0.47,9.6,"(6,9]"
4698,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,"(6,9]"
2535,6.8,0.23,0.3,1.7,0.043,19,95,0.99207,3.17,0.46,10.7,"(6,9]"
1651,7.6,0.31,0.49,3.95,0.044,27,131,0.9912,3.08,0.67,12.8,"(6,9]"
4787,4.4,0.32,0.39,4.3,0.03,31,127,0.98904,3.46,0.36,12.8,"(6,9]"
1249,7.2,0.18,0.31,1.1,0.045,20,73,0.9925,3.32,0.4,10.8,"(6,9]"
2178,6,0.34,0.24,5.4,0.06,23,126,0.9951,3.25,0.44,9,"(6,9]"
3522,5.9,0.23,0.24,3.8,0.038,61,152,0.99139,3.31,0.5,11.3,"(6,9]"
2172,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
4619,6.1,0.44,0.28,4.25,0.032,43,132,0.9916,3.26,0.47,11.3,"(6,9]"
3142,5.9,0.33,0.32,8.1,0.038,9,34,0.9911,3.22,0.36,12.7,"(6,9]"
3762,6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,"(6,9]"
4130,6.3,0.34,0.31,6,0.02,18,68,0.98981,3.22,0.29,13.4,"(6,9]"
4047,7.2,0.17,0.28,17.55,0.05,33,154,0.99971,2.94,0.43,9,"(6,9]"
979,7.7,0.28,0.33,6.7,0.037,32,155,0.9951,3.39,0.62,10.7,"(6,9]"
4012,6,0.26,0.29,3.1,0.041,37,144,0.98944,3.22,0.39,12.8,"(6,9]"
3420,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,"(6,9]"
1823,8.2,0.42,0.29,4.1,0.03,31,100,0.9911,3,0.32,12.8,"(6,9]"
3724,5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,"(6,9]"
4208,6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,"(6,9]"
2171,7.4,0.19,0.3,12.8,0.053,48.5,229,0.9986,3.14,0.49,9.1,"(6,9]"
1399,7.3,0.25,0.36,13.1,0.05,35,200,0.9986,3.04,0.46,8.9,"(6,9]"
3294,6.8,0.17,0.35,1.8,0.04,29,84,0.98961,2.91,0.57,12,"(6,9]"
3578,7.3,0.23,0.27,2.6,0.035,39,120,0.99138,3.04,0.59,11.3,"(6,9]"
4575,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,"(6,9]"
3742,7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,"(6,9]"
3982.178368,6.862318512,0.178442037,0.353115926,5.63369442,0.054778981,52.06522232,140.6630558,0.992924529,3.096884074,0.527536298,11,"(6,9]"
4090.440209,6.819569513,0.179510762,0.350978476,5.473385673,0.054244619,52.70645731,142.2661433,0.992887123,3.099021524,0.536086097,11,"(6,9]"
3300.393205,6.996007994,0.183599467,0.356400533,6.9,0.049480373,49.71989342,125.9600799,0.993274398,3.093599467,0.446400533,10.79600799,"(6,9]"
927.6465233,7.003618026,0.210723605,0.361085408,1.6,0.035373369,19.22864806,80.90302574,0.9898,3.172894421,0.428914592,12.50723605,"(6,9]"
309.5662053,7.1,0.215346683,0.375346683,2.186132674,0.027604005,20.05932426,90.64330448,0.990166333,3.176733416,0.385346683,11.74753441,"(6,9]"
1292.079516,6.922991257,0.194598251,0.336897377,1.6,0.038195306,25.27565569,94.20644251,0.9898,3.108393006,0.453102623,12.34598251,"(6,9]"
259.029018,6.570682171,0.32,0.347155297,3.804354004,0.033413643,30.01741602,91.89695089,0.9912,3.345776486,0.614223514,12.35776486,"(6,9]"
151.8911916,6.824763973,0.32,0.3429206,2.32221016,0.038495279,24.08884064,78.34592146,0.9912,3.324603002,0.635396998,12.14603002,"(6,9]"
319.3585442,6.427608196,0.32,0.349539863,4.638952192,0.030552164,33.35580877,99.5275629,0.9912,3.357699317,0.602300683,12.47699317,"(6,9]"
2855.126582,6.359974431,0.189335038,0.297327367,1.259974431,0.037401534,38.26726327,129.131714,0.991345371,3.416010227,0.6,11.26662405,"(6,9]"
3254.625453,6.19748206,0.20125897,0.261007176,1.10251794,0.046723027,42,118.6978472,0.991565396,3.476474884,0.598992824,10.99496412,"(6,9]"
2636.902179,6.453100066,0.183126662,0.319056682,1.353100066,0.031813996,36.09433179,135.0296708,0.991208787,3.378759974,0.6,11.42183344,"(6,9]"
804.5281626,6.9,0.28,0.278184614,1.963589771,0.039001025,43.09128184,124.001025,0.992381744,3.400902568,0.45998975,10.88184614,"(6,9]"
1296.142913,6.9,0.28,0.296853528,1.652441194,0.045846294,45.58047045,130.8462937,0.991883906,3.357341767,0.391537063,11.06853528,"(6,9]"
1139.992871,6.982133034,0.247146786,0.316426607,1.353600898,0.038786697,40.25068762,124.6080269,0.991964266,3.202160539,0.412853214,11.18213303,"(6,9]"
2986.084556,6.701056954,0.18,0.28,10.19577218,0.039,29,114.9788609,0.994683341,3.11,0.45,10.9,"(6,9]"
2993.348825,6.791860318,0.18,0.28,9.832558727,0.039,29,113.1627936,0.99411128,3.11,0.45,10.9,"(6,9]"
2991.959318,6.770847406,0.18,0.28,9.916610374,0.039,29,113.5830519,0.994243661,3.11,0.45,10.9,"(6,9]"
4044.363078,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"(6,9]"
4044.296621,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,"(6,9]"
3888.847856,7.188188199,0.154704705,0.275295295,15.0763764,0.05052953,27.11811801,142.413413,0.998145826,2.93177177,0.40881882,8.858858851,"(6,9]"
2679.936217,6.421468576,0.286073429,0.31,1.660734288,0.035,22.62570008,79.78531424,0.990575156,3.279816428,0.64091786,11.34110143,"(6,9]"
2478.19982,6.13733123,0.267866787,0.309466697,1.510666066,0.035426643,17.10666066,83.63996395,0.990829863,3.312000451,0.441066607,11.07866787,"(6,9]"
2475.777917,6.1,0.27,0.31,1.5,0.035,17,83,0.99076,3.32,0.44,11.1,"(6,9]"
3488.092118,5.865818667,0.229316373,0.243418133,3.622257068,0.038478539,61.54690133,152,0.991416661,3.3407632,0.508887147,11.2794912,"(6,9]"
3071.994322,5.580369892,0.215490753,0.283236129,1.177453764,0.045450925,62.91251615,144.559742,0.991734908,3.696870538,0.623236129,11,"(6,9]"
2720.977801,5.644604811,0.202877663,0.307122337,1.346762886,0.042309347,62.64027492,151.5107904,0.991882734,3.676834364,0.644676289,11,"(6,9]"
3114.415489,6.506356551,0.228410862,0.389364345,1.880930347,0.035713955,41.03178275,98.85813437,0.989980613,3.191589138,0.428093035,11.92860448,"(6,9]"
3149.4904,6.598658949,0.205335263,0.380134105,1.604023154,0.031560347,41.49329474,111.3189581,0.98969909,3.214664737,0.400402315,12.34396527,"(6,9]"
2576.563153,7.191395859,0.194039882,0.327880355,1.510598225,0.034721935,36.38404733,118.6820532,0.990660609,3.247019941,0.384039882,12.23840473,"(6,9]"
1853.437997,7.269143204,0.229257039,0.28691432,13.84685437,0.054308568,52.75284588,207.4200121,0.9986,3.12691432,0.418028762,9.034571602,"(6,9]"
2009.220193,7.332340849,0.210297745,0.293234085,13.34127321,0.053676592,50.6989224,209.6319297,0.9986,3.133234085,0.452787467,9.066170425,"(6,9]"
1917.517778,7.510619573,0.211172553,0.295530979,14.24469021,0.055776549,53.44690213,210.824117,0.99891062,3.135530979,0.442123915,8.922345107,"(6,9]"
850.9742333,6.902061334,0.190103067,0.3496908,1.699484666,0.035989693,32.97938666,101.0876067,0.993142528,3.2104638,0.539793867,10.80103067,"(6,9]"
627.1358367,6.959355388,0.269612807,0.272967769,2.025805765,0.035703223,40.0709499,120.5548346,0.99246645,3.402193384,0.491483885,10.82967769,"(6,9]"
849.140657,7.04874744,0.197437372,0.327687884,1.66281314,0.035256263,31.5125256,107.3217662,0.992610791,3.243468174,0.525125256,10.87437372,"(6,9]"
952.9001255,6.929664344,0.120741609,0.356291957,2.207416086,0.038260735,18.29664344,110.480874,0.99193708,3.397392654,0.827416086,11.87033566,"(6,9]"
1900.331365,7.193718535,0.131328518,0.311328518,2.353140733,0.051741519,21.46859267,102.0072225,0.9924,3.261256293,0.89608667,11.5,"(6,9]"
1862.008719,7.295279617,0.135192422,0.309055923,2.295279617,0.053197535,22.7080575,103.9055923,0.992381118,3.241416115,0.906782927,11.47639808,"(6,9]"
3400.178379,7.203457168,0.18579257,0.322103715,2.173777098,0.041561971,36.36888549,109.7031993,0.991162825,3.07,0.678242002,11.06138287,"(6,9]"
3351.638679,7.031938794,0.196083672,0.316958164,2.482510171,0.043448673,37.91255086,114.5057138,0.991221141,3.07,0.666235716,10.99277552,"(6,9]"
3583.203585,7.025258985,0.175824701,0.346456175,1.358247005,0.036291235,34.87370508,102.0386452,0.990378944,3.141017926,0.694175299,11.75193226,"(6,9]"
3104.01923,6.8,0.259041269,0.421017687,7.210766433,0.030598821,32.99410436,113.2935148,0.991789705,3.109941044,0.572035374,12.35029478,"(6,9]"
3234.032567,6.743592431,0.223161766,0.388718486,5.792331876,0.033504202,37.93172246,121,0.991946334,3.198802523,0.520598738,12.01880252,"(6,9]"
3229.0845,6.752320491,0.221125219,0.390464098,5.87088442,0.033271454,38.25175134,121,0.9919763,3.19589317,0.522053415,12.01589317,"(6,9]"
3525.985533,6.8,0.188849759,0.315399036,7.853053047,0.047849759,36.0798071,107.6901447,0.993405118,3.118849759,0.441150241,10.72300482,"(6,9]"
3490.352118,6.889442634,0.185527868,0.331180329,7.443475391,0.051236066,39.23606585,111.6957383,0.993297639,3.111055737,0.444472132,10.76708198,"(6,9]"
3468.297112,6.859484924,0.19,0.337845477,7.183605532,0.046620603,45.32788936,117.7072863,0.993308103,3.108103015,0.44,10.7,"(6,9]"
1447.777949,6.753336267,0.313555018,0.49,2.942222711,0.03,21.91117957,94.84445422,0.990242223,3.112666813,0.447777289,12.18444542,"(6,9]"
1449.962016,6.790777415,0.306690807,0.49,2.948462903,0.03,22.78480635,94.96925805,0.990248463,3.114538871,0.441537097,12.19692581,"(6,9]"
1401.399563,6.575239135,0.329904346,0.46742826,2.624123172,0.034263551,20.5143481,96.75876828,0.990149841,3.107523913,0.49,12.27555798,"(6,9]"
554.1683097,7.8,0.28013585,0.34040755,1.6013585,0.028,31.93886752,118.02717,0.99010883,3.00095095,0.380067925,12.091849,"(6,9]"
953.5569298,7.296293268,0.262221995,0.349629327,1.485183292,0.033666701,33.07413465,122.6296334,0.99177778,3.158889002,0.408889002,11.08889002,"(6,9]"
857.2937119,7.907555863,0.318822276,0.389244414,1.584888273,0.029613338,21.38666205,114.2021999,0.991184888,3.113111034,0.371177724,11.11511173,"(6,9]"
2738.064685,6.664731932,0.443526807,0.235870631,4.423438239,0.031118298,18.29463863,94.23881077,0.990414511,3.26,0.542343824,12.57075756,"(6,9]"
2398.674268,6.791632539,0.46,0.261394577,2.764150538,0.041581627,27.63741,82.69319308,0.991154225,3.376653015,0.512510238,11.98605423,"(6,9]"
2724.487275,6.604387889,0.449561211,0.26302545,4.634642389,0.029609697,17.08775778,86.09236499,0.990867091,3.26,0.563464239,12.17852128,"(6,9]"
2442.763347,7.604066643,0.414365998,0.295837334,10.50304998,0.0486244,29.75120029,146.7057327,0.994836865,3.071878001,0.41456933,11.51878001,"(6,9]"
2193.985942,7.995371036,0.448611311,0.289720824,10.67964694,0.051231448,25.32402747,157.3240275,0.995737032,3.070646617,0.476017653,11.39074207,"(6,9]"
2019.672799,7.684919896,0.47100534,0.25899466,13.05807408,0.039972196,29.72620156,154.899466,0.995489947,3.096759345,0.49100534,11.7150801,"(6,9]"
615.8505482,5.939918749,0.319012188,0.180987812,7.104939062,0.038399187,26,130.3416718,0.995179837,3.453004063,0.516461406,9.930040626,"(6,9]"
779.9551391,5.808500809,0.340170016,0.162380227,6.977897896,0.036965997,25.69397087,115.6769693,0.994862596,3.456769693,0.449319935,10.01700162,"(6,9]"
779.2754345,5.807858235,0.338821265,0.161178735,7.005893676,0.037078582,26,116.8054691,0.994915716,3.459607088,0.453732662,9.996070883,"(6,9]"
4027.879593,6.7,0.424461406,0.248676844,5.342154375,0.036156913,33.57845625,109.5046656,0.990444181,3.131569125,0.44,12.75064746,"(6,9]"
3332.540785,6.7,0.461621639,0.273243278,5.127026237,0.03818918,34.0270165,102.1622289,0.99117162,3.181081309,0.443243278,12.49729835,"(6,9]"
3846.283391,6.545673844,0.398269538,0.262283692,5.2,0.041314892,33.45673844,108.3460925,0.990811589,3.082836922,0.486297847,12.32283692,"(6,9]"
3178.003184,6.67799909,0.155400637,0.461597999,4.531009552,0.028220009,53.91987264,120.0398362,0.991619194,2.914400182,0.515798999,10.87600728,"(6,9]"
3246.994715,6.778916062,0.195241244,0.352167875,3.195175127,0.042204891,43.5842694,121.6325181,0.991396986,3.0362657,0.626807669,10.85783212,"(6,9]"
3187.298591,6.761422485,0.155355621,0.460862012,5.098492299,0.033220911,55.15732546,124.3071124,0.992232953,2.96835136,0.509288758,10.7,"(6,9]"
941.5768476,7.207567115,0.236135067,0.373026846,2.262164427,0.035151342,50.15134229,159.4540269,0.990545403,3.22529698,0.385378356,12.43108221,"(6,9]"
771.7011366,7.157308029,0.228596204,0.352923211,2.513459857,0.034146161,49.14616057,156.4384817,0.990243848,3.19011562,0.382865401,12.55672993,"(6,9]"
837.1745048,7.017982752,0.293815524,0.297193101,1.651758523,0.03628069,35.69741275,132.4956879,0.989653948,3.125394825,0.36359655,12.28991376,"(6,9]"
719.428898,7.314510943,0.222902189,0.351451094,2.299211699,0.031427445,36.40379624,144.1293434,0.990314905,3.228706566,0.441529924,12.58548906,"(6,9]"
459.9703733,7.019934981,0.220996749,0.302990247,2.06334417,0.030366558,26.3665583,139,0.990201607,3.203986996,0.562347421,12.56334417,"(6,9]"
771.7411592,7.3557017,0.23114034,0.35557017,2.15504405,0.031221491,31.87281299,141.657898,0.99042818,3.25342102,0.460065765,12.5442983,"(6,9]"
2948.647165,7.452022389,0.375887633,0.289314606,4.893146056,0.021891013,37.10898723,112.1089872,0.99026,3.08,0.479314606,12.95887633,"(6,9]"
2734.702897,6.995156435,0.303272306,0.285575898,4.744241019,0.032048436,26.11517963,97.76964074,0.990424489,3.099515644,0.444908458,12.28848204,"(6,9]"
2741.931819,6.801383164,0.320184422,0.280414949,4.8,0.033930842,25.06454767,100.0645477,0.990260461,3.08,0.470092211,12.40138316,"(6,9]"
3484.113497,7.085741384,0.252889661,0.248555169,12.69981031,0.044712931,47.71482769,118.2851723,0.997228631,3.062813785,0.531482769,9.928706922,"(6,9]"
3039.021431,6.63000116,0.204200162,0.26819993,11.00200394,0.038360014,30.14004408,129.2799722,0.995098005,3.105799838,0.447200278,10.46999884,"(6,9]"
3450.75753,7.157290285,0.256632267,0.247638705,11.93161334,0.044572903,44.37161528,113.6077448,0.996889523,3.062916114,0.542812915,9.961806477,"(6,9]"
595.373122,6.081696767,0.227745485,0.27,1.818303233,0.043915162,40.40848384,161.8303233,0.993595758,3.578727424,0.609442252,10.20424192,"(6,9]"
508.8101034,6,0.24,0.27,1.9,0.048,40,170,0.9938,3.64,0.54,10,"(6,9]"
929.0598423,5.604127005,0.251310657,0.247378686,3.737981764,0.04008254,44.5242628,164.3446715,0.994591746,3.741795913,0.523034014,10.28276643,"(6,9]"
3108.968205,7.274105813,0.22937531,0.263214108,10.56876552,0.045741058,36.97329852,104.6518877,0.996134116,3.109642325,0.507768256,9.883929458,"(6,9]"
3252.289091,6.801846041,0.228258446,0.257889238,11.58627654,0.040422152,36.67014955,125.155695,0.995888492,3.081741554,0.48844305,10.29815396,"(6,9]"
3189.124677,7.24690339,0.235722542,0.259587119,10.88612711,0.045469034,38.69611861,106.7374067,0.996310025,3.098761356,0.515928983,9.902064406,"(6,9]"
842.6285477,8.7,0.23,0.32,13.4,0.044,35,169,0.99975,3.12,0.47,8.8,"(6,9]"
891.9590204,8.190214077,0.235097859,0.304706422,14.36859325,0.044,37.03914369,181.7446481,0.998959832,3.089412845,0.47,9.207828738,"(6,9]"
919.0412487,8.507052329,0.232756395,0.325512791,13.35865407,0.044826919,35,173.2724127,0.999591507,3.108974419,0.468621802,8.813781977,"(6,9]"
3311.395658,5.991676671,0.228540416,0.282291917,1.460434175,0.029708083,35.31242497,95.22919168,0.988919795,3.070832333,0.617080832,12.87708083,"(6,9]"
3632.618444,5.80815562,0.313475504,0.28,4.055331411,0.032,45.18443804,113.3688761,0.989413513,3.153475504,0.575708934,12.99184438,"(6,9]"
3231.152221,5.926066172,0.260852937,0.285213234,1.3,0.030175368,31.30808911,99.43124917,0.988663224,3.077393383,0.64,13.00426469,"(6,9]"
3386.253757,6.081730418,0.261935109,0.334194672,4.380648907,0.040989185,45.37620676,151.3762068,0.992060216,3.247632286,0.415913479,10.94086521,"(6,9]"
3510.318664,5.515473398,0.28845266,0.278309468,4.622633011,0.040280829,50.64757436,153.0974571,0.992035501,3.351690532,0.43154734,10.75071596,"(6,9]"
3164.621656,5.166284501,0.32337155,0.27132569,6.368577493,0.024916518,45.06055202,132.8445011,0.992182161,3.35867431,0.39662845,10.9602293,"(6,9]"
1902.279315,6.536189646,0.389755173,0.319877587,5.307344805,0.024687069,27.66258622,102.2394831,0.991877276,3.333741378,0.393496551,12.12884484,"(6,9]"
1882.005125,6.577930625,0.386177375,0.318088688,5.414678749,0.024985219,27.60295625,100.8679938,0.992032314,3.339704375,0.39588175,12.06325188,"(6,9]"
1616.324219,7.088577782,0.361072223,0.297785555,6.256411098,0.031543111,27.88577782,94.75055596,0.993688578,3.377855554,0.437715556,11.33356666,"(6,9]"
1452.497119,7.864408722,0.395086105,0.461526977,7.933065413,0.052618829,32,162.3983925,0.996250861,3.307795639,0.603559128,11.1110218,"(6,9]"
2181.282925,7.993754929,0.448126479,0.293114649,10.63762815,0.051312254,25.43715497,157.437155,0.995749961,3.074363663,0.478118592,11.38750986,"(6,9]"
1554.018421,6.91842122,0.302210546,0.49,7.611052732,0.056981579,25.12894854,156.1473698,0.996205526,3.427421029,0.629447363,11.00368424,"(6,9]"
4432.810767,6.9,0.275969797,0.373103349,1.880604069,0.038519396,32.15516745,99.89221281,0.990729375,3.041163756,0.417133552,11.38836244,"(6,9]"
4758.464568,6.58974161,0.23836531,0.332660529,2.186697357,0.035285239,26.83653104,89.57380456,0.990406856,3.01775646,0.336730621,11.7387823,"(6,9]"
4056.582407,6.839717554,0.207802288,0.283971755,1.616328206,0.031368931,30.41129783,97.70168045,0.990886028,3.094395424,0.414254201,11.27802288,"(6,9]"
3266.228509,5.8,0.260710527,0.403629386,1.132741228,0.036,19,100.2309211,0.988651066,3.096725877,0.469822368,12.63274123,"(6,9]"
3262.777794,5.8,0.26630628,0.40596095,1.1280781,0.036,19,102.049541,0.988659459,3.09719219,0.46842343,12.6280781,"(6,9]"
3384.094224,5.965225841,0.316522584,0.353909663,2.146430329,0.036,25.05828085,119.0582809,0.988990884,3.215658089,0.426954832,12.8753764,"(6,9]"
1125.082575,7.89914776,0.250255672,0.29042612,5.268467118,0.030974433,32.9914776,117.0085224,0.991785512,3.059488656,0.320511344,11.80255672,"(6,9]"
673.6358182,7.8,0.294027421,0.382082262,1.740274207,0.028,25.68766068,120.8054841,0.991011782,3.098191945,0.38701371,11.25835476,"(6,9]"
681.97862,7.497410862,0.291347093,0.321088179,1.524352716,0.031404128,32.37823642,121.7823642,0.989910882,3.045388371,0.372435272,12.13782364,"(6,9]"
3301.764285,6.801917702,0.319232919,0.31961646,8.692329194,0.028942469,31.11506209,105.1534161,0.991458658,2.99980823,0.340767081,12.3,"(6,9]"
3359.202922,6.864351002,0.294259599,0.3071298,8.442595993,0.02706947,34.86106011,110.1480801,0.991414954,2.9935649,0.365740401,12.3,"(6,9]"
3253.444066,7.097165535,0.260566893,0.369527589,5.530234288,0.025037793,31,105,0.990826047,3.059433107,0.330094482,12.59716554,"(6,9]"
4462.265162,6.599105435,0.349373804,0.260715652,2.716996736,0.045080511,19.02683695,129.0089457,0.989541559,3.239642174,0.479821087,12.99105435,"(6,9]"
4806.346833,6.504836484,0.283385539,0.336130813,4.508106802,0.053564716,21.85490548,129.9516352,0.991813441,3.201934594,0.460967297,12.04836484,"(6,9]"
4323.61704,6.209079675,0.314910439,0.328363187,4.134527479,0.048181593,16.76343414,121.8542309,0.991435435,3.310549724,0.448363187,11.88363187,"(6,9]"
4364.998777,5.547884899,0.242115101,0.30478849,1.866158377,0.024394245,15.69035913,105.2115101,0.989144907,3.397461878,0.38957698,12.99153959,"(6,9]"
3986.040408,5.581994563,0.208005437,0.308199456,2.411913004,0.026099728,12.62048935,101.8005437,0.989468948,3.438393475,0.396398913,13.12797825,"(6,9]"
3758.963778,5.88459181,0.194743197,0.319486394,3.980663143,0.02747432,15.74319683,88.14200793,0.989867673,3.412568032,0.404743197,13.3422959,"(6,9]"
2528.686033,7.883995319,0.232749707,0.267250293,1.656498245,0.034885076,36.14500585,135.8549941,0.993267304,3.425499415,0.518700351,10.37099883,"(6,9]"
2585.144141,7.831614359,0.227972454,0.262405509,1.675944908,0.031556695,35.75944908,136,0.992996425,3.425566945,0.517216527,10.54433055,"(6,9]"
2204.330164,7.709505267,0.235158421,0.255158421,1.554752634,0.040746526,39.38910521,138.4207894,0.993276198,3.430316842,0.524524737,10.30316842,"(6,9]"
1081.388296,6.444592983,0.250926917,0.345386215,7.735427818,0.025092692,62.12358895,178.8609624,0.993449228,3.336313133,0.385231729,11.40463459,"(6,9]"
998.9608538,6.07508259,0.327442187,0.342590849,7.801982167,0.031747522,63.02312528,161.0297325,0.992851817,3.410033036,0.395016518,11.84950446,"(6,9]"
1335.196339,6.01196592,0.151538656,0.290769328,6.023079841,0.037162386,57.6752288,187.1666456,0.994632477,3.569657936,0.426410224,10.73162512,"(6,9]"
3389.21433,7.41912061,0.199216081,0.333479898,5.366155728,0.056808794,41.15678372,117.0439695,0.993738585,3.101912061,0.503824122,10.41567837,"(6,9]"
3489.484801,7.499106461,0.210089354,0.319553231,4.771406757,0.056008935,39.05361233,112.8659692,0.993921601,3.11160837,0.519285169,10.19731938,"(6,9]"
3360.417037,7.39505602,0.196007469,0.337490663,5.534607862,0.05704944,41.79850614,118.247199,0.993681633,3.099505602,0.499011204,10.47985061,"(6,9]"
1609.580469,5.563148929,0.491842554,0.13,4.592127678,0.036973191,16.07872322,114.3417018,0.990716583,3.431055321,0.896314893,13.66314893,"(6,9]"
2726.921188,5.4,0.495489874,0.132255063,4.673015859,0.027774494,13.91680359,109.5933225,0.990647931,3.469852216,0.867597153,13.48872468,"(6,9]"
3301.552253,5.727107525,0.352801614,0.187243817,3.037354852,0.027182231,16.08884406,120.084301,0.989620591,3.381867743,0.798223119,13.82710752,"(6,9]"
1096.68795,6.900709142,0.242482271,0.3373759,1.337234072,0.037744681,39.24822714,114.5602771,0.991776596,3.214680886,0.415035457,11.24964543,"(6,9]"
1132.191896,6.646541243,0.240691751,0.387672938,1.455817655,0.038603763,38.37105649,87.37105649,0.991227988,3.344182345,0.406981186,11.33018814,"(6,9]"
1323.411898,6.432990085,0.25,0.339897026,1.408247521,0.04,41.67009915,110.7112889,0.990682475,3.216392068,0.466803966,11.31649504,"(6,9]"
886.367118,6.735242313,0.362254039,0.25844346,1.690161542,0.022803231,24.67621157,85.45080771,0.989796513,3.385205576,0.605491923,12.44508077,"(6,9]"
1236.752149,7.15214,0.37,0.1655545,2.239299998,0.02911965,27.2393,86.04280001,0.990264105,3.2916245,0.5744455,12.57607,"(6,9]"
1142.549611,7.187992536,0.37,0.153902426,2.06003732,0.029030019,27.06003732,86.75985072,0.990290994,3.297898694,0.586097574,12.59399627,"(6,9]"
1426.727842,7.347042197,0.181881688,0.28529578,1.237633757,0.042306481,13.31718151,147.3278821,0.991724732,3.188709873,0.504461942,11.37526751,"(6,9]"
1745.24337,7.791137301,0.206203889,0.248862699,1.617725398,0.026177254,26,187.1388332,0.991008863,3.072023571,0.716956982,12.1,"(6,9]"
1832.992793,7.676575713,0.203085607,0.24,1.836563216,0.027954218,27.02853572,183.7544678,0.991123424,3.08719975,0.729714643,12.01771714,"(6,9]"
2796.908231,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,"(6,9]"
2794.221153,6.5,0.37,0.3,2.2,0.033,39,107,0.98894,3.22,0.53,13.5,"(6,9]"
3035.226767,6.330121995,0.3586748,0.3056626,2.426504007,0.03469878,37.86747997,98.50609976,0.989189154,3.248313001,0.53,13.10361799,"(6,9]"
3398.757545,6.411130959,0.314811507,0.281849206,3.585277806,0.03740754,37,95.51884931,0.989999317,3.22073611,0.57926389,12.65924603,"(6,9]"
3088.843953,6.293018473,0.356201232,0.306899384,2.475975369,0.035069815,37.62012315,96.65092366,0.989243573,3.254496921,0.53,13.0170431,"(6,9]"
3165.245392,6.238833055,0.35258887,0.308705565,2.548222593,0.035611669,37.25888703,93.94165276,0.989323045,3.263527824,0.53,12.89061046,"(6,9]"
4132.349018,5.864779906,0.337746332,0.317746332,3.845073365,0.040844864,16.15513554,114.1970654,0.990906468,3.369716986,0.437746332,11.89014673,"(6,9]"
3889.221441,6.064353321,0.332277602,0.322574133,3.774258672,0.043485173,15.05930626,116.6435332,0.991083861,3.375842269,0.445148266,11.83861199,"(6,9]"
3385.507498,6.496134221,0.280463893,0.339845369,3.601546312,0.040030926,28.87629507,120.9613422,0.991109768,3.280850471,0.479690738,12.09768053,"(6,9]"
535.1195209,7.288247006,0.273477001,0.3486092,2.027816004,0.03281293,20.79137997,101.46523,0.991246523,3.2472184,0.6220862,11.653477,"(6,9]"
492.1055139,7.019409462,0.249037224,0.35838511,1.832297791,0.03061335,22.25776657,101.7096278,0.991270963,3.266770221,0.607422334,11.62903722,"(6,9]"
930.5793543,7.981785133,0.410892566,0.35726777,4.763206728,0.037,32.54281063,101,0.991927141,3.137285947,0.577285947,12.2453554,"(6,9]"
1984.907791,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"(6,9]"
2097.659282,7.478022041,0.193901102,0.3,13.34615428,0.054170331,50.25549591,222.5631816,0.998756044,3.14,0.478296694,9.021977959,"(6,9]"
1984.354194,7.6,0.2,0.3,14.2,0.056,53,212.5,0.999,3.14,0.46,8.9,"(6,9]"
296.4930581,7.198201369,0.230539589,0.389100684,14.20359726,0.058161877,48.74819165,191.9460411,0.99791259,2.981618768,0.480899316,9.001798631,"(6,9]"
651.0656274,7.1,0.26,0.34,14.4,0.067,35,189,0.9986,3.07,0.53,9.1,"(6,9]"
576.0239993,7.120826667,0.253752,0.350413333,14.35834667,0.0651256,37.91573336,189.6248,0.998454213,3.051256,0.519586667,9.079173333,"(6,9]"
