X,fixed.acidity,volatile.acidity,citric.acid,residual.sugar,chlorides,free.sulfur.dioxide,total.sulfur.dioxide,density,pH,sulphates,alcohol,BQ2_quality
503,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,"[3,6]"
3974,6.3,0.27,0.51,7.6,0.049,35,200,0.99548,3.16,0.54,9.4,"[3,6]"
3371,6,0.29,0.25,1.4,0.033,30,114,0.98794,3.08,0.43,13.2,"[3,6]"
3750,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,"[3,6]"
1281,7.8,0.16,0.41,1.7,0.026,29,140,0.991,3.02,0.78,12.5,"[3,6]"
2279,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"[3,6]"
198,6.8,0.26,0.24,7.8,0.052,54,214,0.9961,3.13,0.47,8.9,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
4708,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,"[3,6]"
1343,8.4,0.58,0.27,12.15,0.033,37,116,0.9959,2.99,0.39,10.8,"[3,6]"
2250,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"[3,6]"
503,6.4,0.3,0.3,2.25,0.038,8,210,0.9937,3.2,0.62,9.9,"[3,6]"
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
4404,5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.733333333,"[3,6]"
4734,5.2,0.185,0.22,1,0.03,47,123,0.99218,3.55,0.44,10.15,"[3,6]"
3631,6.6,0.3,0.25,8,0.036,21,124,0.99362,3.06,0.38,10.8,"[3,6]"
3707,6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,"[3,6]"
2386,7.6,0.2,0.68,12.9,0.042,56,160,0.99841,3.05,0.41,8.7,"[3,6]"
3849,7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,"[3,6]"
2259,7.6,0.48,0.28,10.4,0.049,57,205,0.99748,3.24,0.45,9.3,"[3,6]"
2180,7.7,0.24,0.31,1.3,0.047,33,106,0.993,3.22,0.55,10.8,"[3,6]"
729,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,"[3,6]"
3789,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,"[3,6]"
3436,6.5,0.24,0.28,1.1,0.034,26,83,0.98928,3.25,0.33,12.3,"[3,6]"
808,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,"[3,6]"
2937,5.2,0.17,0.27,0.7,0.03,11,68,0.99218,3.3,0.41,9.8,"[3,6]"
2298,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,"[3,6]"
1562,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,"[3,6]"
2910,6.2,0.18,0.3,1,0.031,23,73,0.99032,3.23,0.52,11.3,"[3,6]"
2651,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,"[3,6]"
2615,6.15,0.21,0.37,3.2,0.021,20,80,0.99076,3.39,0.47,12,"[3,6]"
3972,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"[3,6]"
208,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,"[3,6]"
2210,7,0.32,0.35,1.5,0.039,24,125,0.9918,3.17,0.64,12.2,"[3,6]"
763,6.8,0.24,0.49,19.3,0.057,55,247,1.00055,3,0.56,8.7,"[3,6]"
3544,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"[3,6]"
2117,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,"[3,6]"
1223,7.6,0.28,0.39,1.2,0.038,21,115,0.994,3.16,0.67,10,"[3,6]"
2733,7.9,0.51,0.34,2.6,0.049,13,135,0.99335,3.09,0.51,10,"[3,6]"
442,6.1,0.38,0.2,6.6,0.033,25,137,0.9938,3.3,0.69,10.4,"[3,6]"
3513,6.3,0.21,0.31,1.2,0.043,30,117,0.99158,3.49,0.68,11,"[3,6]"
1600,6.7,0.33,0.49,1.6,0.167,20,94,0.9914,3.11,0.5,11.4,"[3,6]"
426,7,0.21,0.28,8.7,0.045,37,222,0.9954,3.25,0.54,10.4,"[3,6]"
1803,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"[3,6]"
4153,6.2,0.2,0.25,15,0.055,8,120,0.99767,3.19,0.53,9.6,"[3,6]"
3523,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,"[3,6]"
208,10.2,0.44,0.88,6.2,0.049,20,124,0.9968,2.99,0.51,9.9,"[3,6]"
2134,8.3,0.24,0.27,2.1,0.03,22,162,0.9914,2.99,0.68,11.9,"[3,6]"
1803,6.8,0.23,0.29,15.4,0.073,56,173,0.9984,3.06,0.41,8.7,"[3,6]"
2154,7.5,0.18,0.39,1.9,0.054,23,91,0.9941,3.27,0.45,10.3,"[3,6]"
4473,7,0.28,0.28,1.4,0.039,12,83,0.99173,3.18,0.65,11.1,"[3,6]"
3716,6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,"[3,6]"
145,8.1,0.2,0.4,2,0.037,19,87,0.9921,3.12,0.54,11.2,"[3,6]"
2241,7.2,0.29,0.18,8.2,0.042,41,180,0.99644,3.16,0.49,9.1,"[3,6]"
4662,8,0.23,0.41,1.1,0.048,35,150,0.99168,3.09,0.47,11.2,"[3,6]"
2083,7.5,0.33,0.32,11.1,0.036,25,119,0.9962,3.15,0.34,10.5,"[3,6]"
4691,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,"[3,6]"
1932,7.1,0.49,0.22,2,0.047,146.5,307.5,0.9924,3.24,0.37,11,"[3,6]"
1469,6.5,0.24,0.24,1.6,0.046,15,60,0.9928,3.19,0.39,9.8,"[3,6]"
1467,6.9,0.19,0.49,6.6,0.036,49,172,0.9932,3.2,0.27,11.5,"[3,6]"
525,5.6,0.35,0.37,1,0.038,6,72,0.9902,3.37,0.34,11.4,"[3,6]"
2877,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,"[3,6]"
350,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,"[3,6]"
3737,6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,"[3,6]"
4778,5.9,0.27,0.32,2,0.034,31,102,0.98952,3.16,0.56,12.3,"[3,6]"
2209,7.1,0.26,0.3,2,0.031,13,128,0.9917,3.19,0.49,11.4,"[3,6]"
2250,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"[3,6]"
3544,6,0.33,0.2,1.8,0.031,49,159,0.9919,3.41,0.53,11,"[3,6]"
2074,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,"[3,6]"
1753,6.1,0.255,0.44,12.3,0.045,53,197,0.9967,3.24,0.54,9.5,"[3,6]"
2322,4.6,0.445,0,1.4,0.053,11,178,0.99426,3.79,0.55,10.2,"[3,6]"
3768,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
297,8.3,0.39,0.7,10.6,0.045,33,169,0.9976,3.09,0.57,9.4,"[3,6]"
936,6.1,0.27,0.44,6.7,0.041,61,230,0.99505,3.12,0.4,8.9,"[3,6]"
2286,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"[3,6]"
2481,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"[3,6]"
912,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,"[3,6]"
3770,6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,"[3,6]"
930,6.1,0.36,0.58,15,0.044,42,115,0.9978,3.15,0.51,9,"[3,6]"
730,6,0.33,0.27,0.8,0.185,12,188,0.9924,3.12,0.62,9.4,"[3,6]"
241,7.3,0.32,0.23,13.7,0.05,49,197,0.9985,3.2,0.46,8.7,"[3,6]"
1475,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,"[3,6]"
717,7.7,0.42,0.31,9.2,0.048,22,221,0.9969,3.06,0.61,9.2,"[3,6]"
2396,7,0.27,0.29,3.9,0.059,28,199,0.9961,3.54,0.59,10.3,"[3,6]"
11,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,"[3,6]"
1767,6.6,0.32,0.26,7.7,0.054,56,209,0.9961,3.17,0.45,8.8,"[3,6]"
4419,6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,"[3,6]"
1558,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"[3,6]"
1582,9,0.3,0.49,7.2,0.039,32,84,0.9938,2.94,0.32,11.5,"[3,6]"
3750,6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,"[3,6]"
2450,6.7,0.27,0.26,2.3,0.043,61,181,0.99394,3.45,0.63,10.6,"[3,6]"
4321,6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,"[3,6]"
8,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,"[3,6]"
411,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"[3,6]"
3972,6.4,0.17,0.3,2.8,0.034,33,125,0.99152,3.03,0.49,10.4,"[3,6]"
3109,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,"[3,6]"
224,6.5,0.19,0.3,0.8,0.043,33,144,0.9936,3.42,0.39,9.1,"[3,6]"
3432,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,"[3,6]"
3365,6,0.2,0.26,1.1,0.033,38,67,0.98954,3.14,0.38,11.5,"[3,6]"
2293,6.5,0.32,0.23,1.2,0.054,39,208,0.99272,3.18,0.46,9.9,"[3,6]"
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
2916,6.9,0.14,0.38,1,0.041,22,81,0.99043,3.03,0.54,11.4,"[3,6]"
2481,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"[3,6]"
522,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,"[3,6]"
427,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,"[3,6]"
669,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,"[3,6]"
4313,6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,"[3,6]"
2124,6.8,0.25,0.27,10.7,0.076,47,154,0.9967,3.05,0.38,9,"[3,6]"
4518,6.8,0.17,0.17,5.1,0.049,26,82,0.993,3,0.38,9.8,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
3363,7.2,0.22,0.28,7.2,0.06,41,132,0.9935,3.08,0.59,11.3,"[3,6]"
2564,5.7,0.255,0.65,1.2,0.079,17,137,0.99307,3.2,0.42,9.4,"[3,6]"
657,9,0.27,0.35,4.9,0.028,27,95,0.9932,3.04,0.4,11.3,"[3,6]"
231,6.8,0.64,0.08,9.7,0.062,26,142,0.9972,3.37,0.46,8.9,"[3,6]"
1165,8.2,0.23,0.49,0.9,0.057,15,73,0.9928,3.07,0.38,10.4,"[3,6]"
2074,6.6,0.27,0.29,5.3,0.045,57,189,0.9953,3.31,0.79,9.8,"[3,6]"
1991,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,"[3,6]"
3109,7.6,0.35,0.46,14.7,0.047,33,151,0.99709,3.03,0.53,10.3,"[3,6]"
1911,6.6,0.25,0.36,8.1,0.045,54,180,0.9958,3.08,0.42,9.2,"[3,6]"
3190,6.6,0.19,0.33,1.8,0.035,42,148,0.99196,3.15,0.36,10.2,"[3,6]"
1204,5,0.33,0.16,1.5,0.049,10,97,0.9917,3.48,0.44,10.7,"[3,6]"
686,6.2,0.36,0.26,13.2,0.051,54,201,0.9976,3.25,0.46,9,"[3,6]"
1558,7.9,0.18,0.49,5.2,0.051,36,157,0.9953,3.18,0.48,10.6,"[3,6]"
3951,4.9,0.345,0.34,1,0.068,32,143,0.99138,3.24,0.4,10.1,"[3,6]"
4718,4.8,0.225,0.38,1.2,0.074,47,130,0.99132,3.31,0.4,10.3,"[3,6]"
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"[3,6]"
1973,7.6,0.2,0.26,4.5,0.086,37,133,0.9963,3.15,0.42,9.2,"[3,6]"
669,6.1,0.14,0.25,1.3,0.047,37,173,0.9925,3.35,0.46,10,"[3,6]"
3725,5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,"[3,6]"
2481,6.8,0.32,0.3,1,0.049,22,113,0.99289,3.24,0.61,10.2,"[3,6]"
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"[3,6]"
3038,6.3,0.33,0.42,17.2,0.037,57,170,0.99884,3.26,0.57,9.4,"[3,6]"
2381,6.4,0.27,0.19,1.9,0.085,21,196,0.99516,3.49,0.64,9.5,"[3,6]"
103,6,0.21,0.24,12.1,0.05,55,164,0.997,3.34,0.39,9.4,"[3,6]"
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"[3,6]"
4446,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,"[3,6]"
1500,6.7,0.51,0.24,2.1,0.043,14,155,0.9904,3.22,0.6,13,"[3,6]"
2279,6.7,0.31,0.18,7.7,0.043,57,200,0.99566,3.17,0.44,9.4,"[3,6]"
332,6.8,0.24,0.34,4.6,0.032,37,135,0.9927,3.2,0.39,10.6,"[3,6]"
226,7.1,0.24,0.41,17.8,0.046,39,145,0.9998,3.32,0.39,8.7,"[3,6]"
919,7,0.24,0.34,1.4,0.031,27,107,0.99,3.06,0.39,11.9,"[3,6]"
850,6,0.2,0.24,1.8,0.03,30,105,0.9909,3.31,0.47,11.5,"[3,6]"
956,7.6,0.345,0.26,1.9,0.043,15,134,0.9936,3.08,0.38,9.5,"[3,6]"
4388,7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,"[3,6]"
3141,6.6,0.39,0.39,11.9,0.057,51,221,0.99851,3.26,0.51,8.9,"[3,6]"
4467,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,"[3,6]"
2838,7.3,0.26,0.3,9.3,0.05,35,154,0.99581,3.21,0.5,10.4,"[3,6]"
3789,6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,"[3,6]"
2373,6,0.33,0.18,3,0.036,5,85,0.99125,3.28,0.4,11.5,"[3,6]"
4691,6.7,0.16,0.32,12.5,0.035,18,156,0.99666,2.88,0.36,9,"[3,6]"
4446,5,0.35,0.25,7.8,0.031,24,116,0.99241,3.39,0.4,11.3,"[3,6]"
1915,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,"[3,6]"
1700,6.3,0.26,0.29,2.2,0.043,35,175,0.9918,3.38,0.43,11.6,"[3,6]"
2028,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,"[3,6]"
82,7.1,0.2,0.34,16,0.05,51,166,0.9985,3.21,0.6,9.2,"[3,6]"
4591,6.4,0.33,0.3,7.2,0.041,42,168,0.99331,3.22,0.49,11.1,"[3,6]"
4443,6.7,0.34,0.31,16.4,0.051,20,146,0.99834,3.06,0.54,9.1,"[3,6]"
3706,7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,"[3,6]"
2126,6,0.28,0.22,12.15,0.048,42,163,0.9957,3.2,0.46,10.1,"[3,6]"
2831,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,"[3,6]"
4893,6.5,0.23,0.38,1.3,0.032,29,112,0.99298,3.29,0.54,9.7,"[3,6]"
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"[3,6]"
3607,6.4,0.38,0.24,7.2,0.047,41,151,0.99604,3.11,0.6,9.2,"[3,6]"
4776,5,0.27,0.4,1.2,0.076,42,124,0.99204,3.32,0.47,10.1,"[3,6]"
912,6.2,0.33,0.19,5.6,0.042,22,143,0.99425,3.15,0.63,9.9,"[3,6]"
3649,7.3,0.31,0.25,6.65,0.032,30,138,0.99244,2.9,0.37,11.1,"[3,6]"
899,6.6,0.26,0.29,1.4,0.039,13,67,0.9915,3.05,0.49,10.9,"[3,6]"
2028,6.9,0.32,0.15,8.1,0.046,51,180,0.9958,3.13,0.45,8.9,"[3,6]"
576,8.2,0.22,0.3,1.8,0.047,47,185,0.9933,3.13,0.5,10.2,"[3,6]"
1361,6.2,0.12,0.26,5.7,0.044,56,158,0.9951,3.52,0.37,10.5,"[3,6]"
3987,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"[3,6]"
4543,6.9,0.28,0.37,9.1,0.037,16,76,0.9948,3.05,0.54,11.1,"[3,6]"
2212,6.9,0.21,0.33,1.4,0.056,35,136,0.9938,3.63,0.78,10.3,"[3,6]"
491,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,"[3,6]"
2167,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,"[3,6]"
3646,5.9,0.18,0.28,5.1,0.039,50,139,0.99165,3.16,0.44,11.3,"[3,6]"
473,6.6,0.24,0.29,2,0.023,19,86,0.99,3.25,0.45,12.5,"[3,6]"
1562,9.1,0.28,0.49,2,0.059,10,112,0.9958,3.15,0.46,10.1,"[3,6]"
1792,6.4,0.33,0.24,1.6,0.054,25,117,0.9943,3.36,0.5,9.3,"[3,6]"
1078,7.8,0.26,0.44,1.3,0.037,43,132,0.9944,3.18,0.65,10,"[3,6]"
4295,7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,"[3,6]"
2044,7.4,0.18,0.34,2.7,0.03,30,107,0.992,2.97,0.53,11,"[3,6]"
2836,6.3,0.25,0.22,3.3,0.048,41,161,0.99256,3.16,0.5,10.5,"[3,6]"
2284,7.4,0.33,0.26,15.6,0.049,67,210,0.99907,3.06,0.68,9.5,"[3,6]"
1570,6.7,0.3,0.74,5,0.038,35,157,0.9945,3.21,0.46,9.9,"[3,6]"
4489,6.7,0.48,0.49,2.9,0.03,28,122,0.98926,3.13,0.4,13,"[3,6]"
1649,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,"[3,6]"
2298,6.5,0.29,0.42,10.6,0.042,66,202,0.99674,3.24,0.53,9.5,"[3,6]"
169,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,"[3,6]"
1458,8.3,0.2,0.74,4.45,0.044,33,130,0.9924,3.25,0.42,12.2,"[3,6]"
3231,6.7,0.13,0.57,6.6,0.056,60,150,0.99548,2.96,0.43,9.4,"[3,6]"
169,7.5,0.29,0.31,8.95,0.055,20,151,0.9968,3.08,0.54,9.3,"[3,6]"
3432,7.1,0.18,0.39,15.25,0.047,45,158,0.99946,3.34,0.77,9.1,"[3,6]"
330,7.2,0.21,0.41,1.3,0.036,33,85,0.992,3.17,0.51,10.4,"[3,6]"
3675,6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,"[3,6]"
2877,6.4,0.22,0.31,13.9,0.04,57,135,0.99672,3.21,0.38,10.7,"[3,6]"
2250,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"[3,6]"
415,7.2,0.25,0.39,18.95,0.038,42,155,0.9999,2.97,0.47,9,"[3,6]"
4745,5,0.24,0.19,5,0.043,17,101,0.99438,3.67,0.57,10,"[3,6]"
1355,7.8,0.13,0.3,1.8,0.04,43,179,0.9955,3.43,0.41,9,"[3,6]"
4266,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,"[3,6]"
1134,8.7,0.22,0.42,2.3,0.053,27,114,0.994,2.99,0.43,10,"[3,6]"
4829,6.4,0.23,0.35,10.3,0.042,54,140,0.9967,3.23,0.47,9.2,"[3,6]"
2920,6.4,0.16,0.32,8.75,0.038,38,118,0.99449,3.19,0.41,10.7,"[3,6]"
4467,6.2,0.32,0.24,4.1,0.051,34,149,0.99306,3.36,0.52,11,"[3,6]"
4524,6.7,0.18,0.25,14.3,0.048,79,149,0.9975,3.12,0.37,9.7,"[3,6]"
817,8.4,0.18,0.42,5.1,0.036,7,77,0.9939,3.16,0.52,11.7,"[3,6]"
601,6.7,0.3,0.35,1.4,0.18,36,160,0.9937,3.11,0.54,9.4,"[3,6]"
1889,7.2,0.24,0.4,17.85,0.049,50,185,1,3.34,0.42,9.6,"[3,6]"
708,7.2,0.18,0.45,4.4,0.046,57,166,0.9943,3.13,0.62,11.2,"[3,6]"
2541,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,"[3,6]"
2831,6.6,0.22,0.34,11.6,0.05,59,140,0.99526,3.22,0.4,10.8,"[3,6]"
126,6.7,0.19,0.36,1.1,0.026,63,143,0.9912,3.27,0.48,11,"[3,6]"
1318,7,0.15,0.34,1.4,0.039,21,177,0.9927,3.32,0.62,10.8,"[3,6]"
3885,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,"[3,6]"
3125,6.5,0.24,0.39,17.3,0.052,22,126,0.99888,3.11,0.47,9.2,"[3,6]"
2407,7.9,0.44,0.26,4.45,0.033,23,100,0.99117,3.17,0.52,12.7,"[3,6]"
3243,7,0.29,0.35,1.4,0.036,42,109,0.99119,3.31,0.62,11.6,"[3,6]"
4727,6.3,0.48,0.48,1.8,0.035,35,96,0.99121,3.49,0.74,12.2,"[3,6]"
4178,6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,"[3,6]"
1845,6.1,0.34,0.46,4.7,0.029,21,94,0.991,3.29,0.62,12.3,"[3,6]"
2651,7,0.34,0.39,6.9,0.066,43,162,0.99561,3.11,0.53,9.5,"[3,6]"
2753,7.1,0.43,0.3,6.6,0.025,15,138,0.99126,3.18,0.46,12.6,"[3,6]"
2543,8.9,0.27,0.34,10.7,0.029,19.5,166,0.99669,3.13,0.48,10.6,"[3,6]"
1915,6.8,0.43,0.3,3.5,0.033,27,135,0.9906,3,0.37,12,"[3,6]"
1991,6.4,0.43,0.27,1.1,0.054,5,110,0.9939,3.24,0.52,9.1,"[3,6]"
3710,6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,"[3,6]"
3895,5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,"[3,6]"
4720,6.7,0.15,0.32,7.9,0.034,17,81,0.99512,3.29,0.31,10,"[3,6]"
4617,7.3,0.28,0.37,1.2,0.039,26,99,0.99198,3.01,0.62,10.8,"[3,6]"
2708,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,"[3,6]"
2448,6.5,0.27,0.26,8.2,0.042,21,133,0.99612,3.43,0.64,9.8,"[3,6]"
1027,6.6,0.14,0.44,1.6,0.042,47,140,0.993,3.32,0.51,10.2,"[3,6]"
3035,6.9,0.25,0.47,8.4,0.042,36,156,0.99604,3.15,0.55,9.4,"[3,6]"
465,7.2,0.39,0.62,11,0.047,66,178,0.9976,3.16,0.5,8.7,"[3,6]"
4481,5.9,0.22,0.45,22.6,0.12,55,122,0.99636,3.1,0.35,12.8,"[3,6]"
865,4.8,0.33,0,6.5,0.028,34,163,0.9937,3.35,0.61,9.9,"[3,6]"
329,6.5,0.28,0.35,15.4,0.042,55,195,0.9978,3.23,0.5,9.6,"[3,6]"
1356,7.6,0.19,0.41,1.1,0.04,38,143,0.9907,2.92,0.42,11.4,"[3,6]"
4391,6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,"[3,6]"
4476,5.7,0.22,0.33,1.9,0.036,37,110,0.98945,3.26,0.58,12.4,"[3,6]"
3987,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,"[3,6]"
100,6,0.34,0.66,15.9,0.046,26,164,0.9979,3.14,0.5,8.8,"[3,6]"
2250,6.3,0.27,0.18,7.7,0.048,45,186,0.9962,3.23,0.47,9,"[3,6]"
729,6.4,0.16,0.31,5.3,0.043,42,157,0.99455,3.35,0.47,10.5,"[3,6]"
1419,6.9,0.35,0.74,1,0.044,18,132,0.992,3.13,0.55,10.2,"[3,6]"
3523,6.6,0.32,0.41,7.2,0.048,55,178,0.99537,3.2,0.46,9.4,"[3,6]"
4440,7.2,0.47,0.16,5.9,0.048,14,125,0.99428,3.09,0.49,9.8,"[3,6]"
2541,9,0.29,0.34,12.1,0.03,34,177,0.99706,3.13,0.47,10.6,"[3,6]"
4831,5.8,0.29,0.27,1.6,0.062,17,140,0.99138,3.23,0.35,11.1,"[3,6]"
1615,8,0.29,0.49,11.7,0.035,40,131,0.9958,3.14,0.34,10.8,"[3,6]"
3161,6.5,0.34,0.46,1,0.023,6,80,0.98865,3.15,0.54,12.9,"[3,6]"
2366,7.6,0.32,0.35,1.6,0.092,24,138,0.99438,3.19,0.44,9.8,"[3,6]"
59,6.6,0.38,0.15,4.6,0.044,25,78,0.9931,3.11,0.38,10.2,"[3,6]"
8,7,0.27,0.36,20.7,0.045,45,170,1.001,3,0.45,8.8,"[3,6]"
491,7,0.28,0.36,1,0.035,8,70,0.9899,3.09,0.46,12.1,"[3,6]"
788,7.7,0.34,0.28,11,0.04,31,117,0.99815,3.27,0.29,9.2,"[3,6]"
522,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,"[3,6]"
4708,5.6,0.205,0.16,12.55,0.051,31,115,0.99564,3.4,0.38,10.8,"[3,6]"
4697,6.1,0.15,0.4,1.2,0.03,19,84,0.98926,3.19,0.96,13,"[3,6]"
2922,6.7,0.39,0.31,2.7,0.054,27,202,0.9948,3.46,0.57,10.5,"[3,6]"
2142,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,"[3,6]"
188,5.9,0.3,0.23,4.2,0.038,42,119,0.9924,3.15,0.5,11,"[3,6]"
598,7,0.29,0.37,4.9,0.034,26,127,0.9928,3.17,0.44,10.8,"[3,6]"
1649,7.1,0.3,0.49,1.6,0.045,31,100,0.9942,3.4,0.59,10.2,"[3,6]"
583,7.3,0.3,0.22,6.4,0.056,44,168,0.9947,3.13,0.35,10.1,"[3,6]"
3538,6.2,0.27,0.47,1.2,0.146,28,105,0.99224,3.23,0.51,10.1,"[3,6]"
1682,6.3,0.31,0.3,10,0.046,49,212,0.9962,3.74,0.55,11.9,"[3,6]"
2507,6.6,0.32,0.34,7.7,0.044,63,212,0.99526,3.22,0.48,9.7,"[3,6]"
3845,6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,"[3,6]"
4254,5.3,0.47,0.1,1.3,0.036,11,74,0.99082,3.48,0.54,11.2,"[3,6]"
2382,7,0.23,0.42,5.1,0.042,37,144,0.99518,3.5,0.59,10.2,"[3,6]"
4219,8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,"[3,6]"
